File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_retraction_details(uint8_t nr),9,9,6,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_retraction(),14,14,8,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_motion_item(uint8_t nr),22,22,12,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_motion_details(uint8_t nr),21,21,12,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_motion(),29,29,17,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_led_item(uint8_t nr),18,18,10,3,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_led_details(uint8_t nr),9,9,6,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_led(),37,37,22,3,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_advanced_move_axis_item(uint8_t nr),26,25,12,2,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_advanced_move_axis_details(uint8_t nr),31,31,18,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_move_x_axis(),3,3,3,0,0,1,0,4,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_move_y_axis(),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_move_z_axis(),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_move_selected_axis(),66,50,34,9,8,0,8,14,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_move_axis(),39,35,21,2,4,1,0,2,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,eeprom_read_float(float* addr),4,4,5,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,"eeprom_write_float(float* addr, float f)",4,4,5,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_change_to_menu_change_material_select_extruder(menuFunc_t return_menu),6,3,3,0,1,0,2,16,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_change_to_menu_change_choose_extruder(),35,22,11,2,6,0,7,18,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,cancelMaterialInsert(),3,3,3,0,0,1,0,6,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material(),24,22,12,2,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_main_return(),4,4,4,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_main(),21,19,13,2,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_change_to_menu_change_material(menuFunc_t return_menu),5,4,4,0,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_change_material_preheat(),56,47,33,4,9,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_change_material_remove(),22,18,16,1,3,0,1,12,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_change_material_remove_wait_user_ready(),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_change_material_remove_wait_user(),7,6,6,0,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_change_material_select_material_callback(uint8_t nr),4,4,4,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_change_material_select_material_details_callback(uint8_t nr),23,22,18,3,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_change_material_select_material(),10,8,6,1,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_change_to_menu_insert_material(menuFunc_t return_menu),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_insert_material_preheat(),28,24,18,4,4,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_change_material_insert_wait_user(),15,13,11,1,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_change_material_insert_wait_user_ready(),15,10,10,0,3,0,2,19,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_change_material_insert_forward(),20,16,14,1,4,1,0,12,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,materialInsertReady(),4,4,4,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_change_material_insert(),14,11,9,1,3,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_export_done(),7,7,7,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_export(),79,69,59,3,10,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_import_done(),6,6,6,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_import(),87,83,57,9,4,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_material_select_callback(uint8_t nr),15,15,10,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_material_select_details_callback(uint8_t nr),41,39,28,4,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_select(),21,19,12,2,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_selected(),11,11,7,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_material_settings_callback(uint8_t nr),29,29,13,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_material_settings_details_callback(uint8_t nr),33,33,20,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_settings(),36,36,16,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_settings_store_callback(uint8_t nr),11,11,8,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_settings_store_details_callback(uint8_t nr),1,1,1,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_menu_material_settings_store(),22,21,14,4,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_material_reset_defaults(),38,30,30,0,7,0,1,4,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,"lcd_material_set_material(uint8_t nr, uint8_t e)",23,21,14,3,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_material_store_material(uint8_t nr),13,10,8,0,2,0,1,3,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_material_read_current_material(),17,15,10,2,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_material_store_current_material(),14,13,9,1,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_material.cpp,lcd_material_verify_material_settings(),59,53,34,20,5,0,1,5,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_clear_cache(),5,5,4,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,abortPrint(),42,30,24,3,6,0,6,62,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,checkPrintFinished(),23,22,16,2,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,doStartPrint(),51,36,26,4,6,0,9,84,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,cardUpdir(),2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_sd_menu_filename_callback(uint8_t nr),41,38,24,10,1,0,2,37,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_sd_menu_details_callback(uint8_t nr),85,83,47,17,1,0,1,23,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_select(),136,124,87,21,7,2,5,58,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_heatup(),60,52,26,12,8,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_change_to_menu_change_material_return(),9,8,7,1,1,1,0,13,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_printing(),109,104,71,13,4,4,1,26,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_error_sd(),16,8,8,0,2,0,6,9,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_error_position(),9,7,7,0,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_classic_warning(),9,7,7,0,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_abort(),7,5,5,0,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,postPrintReady(),3,3,2,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_ready(),33,29,20,6,3,0,1,5,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_ready_cooled_down(),13,11,9,1,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,tune_item_callback(uint8_t nr),31,31,14,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,tune_item_details_callback(uint8_t nr),43,43,23,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_tune_heatup_nozzle0(),21,20,15,4,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_tune_heatup_nozzle1(),21,20,15,4,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_tune(),38,38,17,3,0,1,0,10,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_retraction_item(uint8_t nr),14,14,7,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_retraction_details(uint8_t nr),13,13,7,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_tune_retraction(),15,15,7,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_print.cpp,lcd_menu_print_pause(),37,32,19,3,3,2,2,44,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_status_screen(),47,43,24,7,3,2,1,28,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_return_to_status(),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_sdcard_pause(),2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_sdcard_resume(),2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_sdcard_stop(),9,9,7,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_main_menu(),35,34,20,4,1,2,0,11,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_autostart_sd(),4,4,4,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_preheat_pla(),8,8,8,0,0,1,0,4,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_preheat_abs(),8,8,8,0,0,1,0,4,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_cooldown(),6,6,6,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_tune_menu(),20,20,12,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_prepare_menu(),14,12,10,0,0,0,2,9,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_move_x(),22,22,14,5,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_move_y(),22,22,14,5,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_move_z(),22,22,14,5,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_move_e(),14,14,10,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_move_menu_axis(),11,11,9,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_move_menu_10mm(),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_move_menu_1mm(),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_move_menu_01mm(),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_move_menu(),8,7,7,0,0,0,1,1,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_control_menu(),14,14,10,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_control_temperature_menu(),38,35,21,0,1,2,2,22,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_control_temperature_preheat_pla_settings_menu(),12,12,8,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_control_temperature_preheat_abs_settings_menu(),12,12,8,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,update_motor_power(),5,5,5,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_control_motion_menu(),31,31,27,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_control_retract_menu(),10,10,10,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_sd_refresh(),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_sd_updir(),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_sdcard_menu(),30,29,19,4,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,reprapworld_keypad_move_y_down(),4,4,4,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,reprapworld_keypad_move_y_up(),4,4,4,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,reprapworld_keypad_move_home(),4,2,2,0,0,0,2,22,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_quick_feedback(),4,4,4,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,menu_action_back(menuFunc_t data),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,menu_action_submenu(menuFunc_t data),4,4,4,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,menu_action_gcode(const char* pgcode),2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,menu_action_function(menuFunc_t data),2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,"menu_action_sdfile(const char* filename, char* longFilename)",9,9,8,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,"menu_action_sddirectory(const char* filename, char* longFilename)",3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,"menu_action_setting_edit_bool(const char* pstr, bool* ptr)",2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_init(),37,36,25,0,1,2,0,4,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_update(),88,80,46,13,8,11,0,68,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_setstatus(const char* message),5,5,4,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_setstatuspgm(const char* message),5,5,4,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_setalertstatuspgm(const char* message),6,6,4,0,0,1,0,1,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\ultralcd.cpp,lcd_reset_alert_level(),2,2,2,0,0,0,0,0,
